36.406,6978135,0,98,0,0,0
36.406,6978135,0,98,0,0,45
36.406,6978135,0,98,0,0,90
36.406,6978135,0,98,0,0,135
36.406,6978135,0,98,0,0,180
36.406,6978135,0,98,0,0,225
36.406,6978135,0,98,0,0,270
36.406,6978135,0,98,0,0,315
36.406,6978135,0,98,20,0,0
36.406,6978135,0,98,20,0,45
36.406,6978135,0,98,20,0,90
36.406,6978135,0,98,20,0,135
36.406,6978135,0,98,20,0,180
36.406,6978135,0,98,20,0,225
36.406,6978135,0,98,20,0,270
36.406,6978135,0,98,20,0,315
36.406,6978135,0,98,40,0,0
36.406,6978135,0,98,40,0,45
36.406,6978135,0,98,40,0,90
36.406,6978135,0,98,40,0,135
36.406,6978135,0,98,40,0,180
36.406,6978135,0,98,40,0,225
36.406,6978135,0,98,40,0,270
36.406,6978135,0,98,40,0,315
36.406,6978135,0,98,60,0,0
36.406,6978135,0,98,60,0,45
36.406,6978135,0,98,60,0,90
36.406,6978135,0,98,60,0,135
36.406,6978135,0,98,60,0,180
36.406,6978135,0,98,60,0,225
36.406,6978135,0,98,60,0,270
36.406,6978135,0,98,60,0,315
36.406,6978135,0,98,80,0,0
36.406,6978135,0,98,80,0,45
36.406,6978135,0,98,80,0,90
36.406,6978135,0,98,80,0,135
36.406,6978135,0,98,80,0,180
36.406,6978135,0,98,80,0,225
36.406,6978135,0,98,80,0,270
36.406,6978135,0,98,80,0,315
36.406,6978135,0,98,100,0,0
36.406,6978135,0,98,100,0,45
36.406,6978135,0,98,100,0,90
36.406,6978135,0,98,100,0,135
36.406,6978135,0,98,100,0,180
36.406,6978135,0,98,100,0,225
36.406,6978135,0,98,100,0,270
36.406,6978135,0,98,100,0,315
36.406,6978135,0,98,120,0,0
36.406,6978135,0,98,120,0,45
36.406,6978135,0,98,120,0,90
36.406,6978135,0,98,120,0,135
36.406,6978135,0,98,120,0,180
36.406,6978135,0,98,120,0,225
36.406,6978135,0,98,120,0,270
36.406,6978135,0,98,120,0,315
36.406,6978135,0,98,140,0,0
36.406,6978135,0,98,140,0,45
36.406,6978135,0,98,140,0,90
36.406,6978135,0,98,140,0,135
36.406,6978135,0,98,140,0,180
36.406,6978135,0,98,140,0,225
36.406,6978135,0,98,140,0,270
36.406,6978135,0,98,140,0,315